clade_name	ERR479038.txt_reads_count	ERR479147.txt_reads_count	ERR479310.txt_reads_count	ERR479277.txt_reads_count	ERR479055.txt_reads_count	ERR479308.txt_reads_count	ERR479309.txt_reads_count	ERR479010.txt_reads_count	ERR479223.txt_reads_count	ERR479178.txt_reads_count	ERR479148.txt_reads_count	ERR479318.txt_reads_count	ERR479221.txt_reads_count	ERR479357.txt_reads_count	ERR479243.txt_reads_count	ERR479278.txt_reads_count	ERR479026.txt_reads_count	ERR479127.txt_reads_count	ERR479083.txt_reads_count	ERR479246.txt_reads_count	ERR479253.txt_reads_count	ERR479194.txt_reads_count	ERR479077.txt_reads_count	ERR479139.txt_reads_count	ERR479276.txt_reads_count	ERR479066.txt_reads_count	ERR479255.txt_reads_count	ERR479247.txt_reads_count	ERR479390.txt_reads_count	ERR479285.txt_reads_count	ERR479028.txt_reads_count	ERR479219.txt_reads_count	ERR479252.txt_reads_count	ERR479417.txt_reads_count	ERR479302.txt_reads_count	ERR479356.txt_reads_count	ERR479138.txt_reads_count	ERR479311.txt_reads_count	ERR479358.txt_reads_count	ERR479222.txt_reads_count	ERR479113.txt_reads_count	ERR479256.txt_reads_count	ERR479354.txt_reads_count	ERR479193.txt_reads_count	ERR478985.txt_reads_count	ERR479416.txt_reads_count	ERR479199.txt_reads_count	ERR479149.txt_reads_count	ERR479053.txt_reads_count	ERR479054.txt_reads_count	ERR479292.txt_reads_count	ERR479332.txt_reads_count	ERR479359.txt_reads_count	ERR479032.txt_reads_count	ERR479258.txt_reads_count	ERR479348.txt_reads_count	ERR479031.txt_reads_count	ERR479125.txt_reads_count	ERR479361.txt_reads_count	ERR479237.txt_reads_count	ERR479331.txt_reads_count	ERR479351.txt_reads_count	ERR479284.txt_reads_count	ERR479025.txt_reads_count	ERR479334.txt_reads_count	ERR479112.txt_reads_count	ERR479180.txt_reads_count	ERR479303.txt_reads_count	ERR479116.txt_reads_count	ERR479065.txt_reads_count	ERR479024.txt_reads_count	ERR479353.txt_reads_count	ERR479126.txt_reads_count	ERR479177.txt_reads_count	ERR479254.txt_reads_count	ERR479352.txt_reads_count	ERR479111.txt_reads_count	ERR479200.txt_reads_count	ERR479173.txt_reads_count	ERR479245.txt_reads_count	ERR478969.txt_reads_count	ERR479030.txt_reads_count	ERR479360.txt_reads_count	ERR479291.txt_reads_count	ERR479220.txt_reads_count	ERR479333.txt_reads_count	ERR479349.txt_reads_count	ERR479174.txt_reads_count	ERR479248.txt_reads_count	ERR479415.txt_reads_count	ERR479037.txt_reads_count	ERR479146.txt_reads_count	ERR479236.txt_reads_count	ERR479389.txt_reads_count	ERR479418.txt_reads_count	ERR479114.txt_reads_count	ERR478984.txt_reads_count	ERR479317.txt_reads_count	ERR479078.txt_reads_count	ERR479029.txt_reads_count	ERR479124.txt_reads_count	ERR479244.txt_reads_count	ERR479176.txt_reads_count	ERR479011.txt_reads_count	ERR479027.txt_reads_count	ERR479350.txt_reads_count	ERR479257.txt_reads_count	ERR479179.txt_reads_count	ERR479117.txt_reads_count	ERR479355.txt_reads_count	ERR479279.txt_reads_count	ERR479290.txt_reads_count	ERR479251.txt_reads_count	ERR479293.txt_reads_count	ERR479056.txt_reads_count	ERR479084.txt_reads_count	ERR479316.txt_reads_count	ERR479224.txt_reads_count	ERR479115.txt_reads_count	ERR479235.txt_reads_count
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3537|s__GGB3537_SGB4727					14606.0			22748.0				5128.0	7774.0	1436.0					44560.0													8936.0			1806.0				878.0	10094.0								1014.0	6772.0	5654.0																		1318.0											16732.0						7850.0			23574.0																24464.0											14166.0	49838.0				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3538|s__GGB3538_SGB4728					2568.0																														89058.0														6392.0	5476.0				2302.0			738.0											91608.0														1912.0																		2332.0															1698.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB51960|s__GGB51960_SGB72480					4464.0									14568.0					692.0	8704.0						86.0		9048.0						3898.0					7856.0															3156.0			1366.0																							10758.0		2750.0							10276.0				676.0		5922.0					3106.0				690.0											2528.0	1170.0				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_phocaeense					744.0			934.0																																											57408.0																																	56108.0																				328.0								58620.0		55206.0	1240.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An118					39638.0																																												270.0	718.0				1388.0			1054.0																						15676.0			1342.0						24084.0												988.0															37216.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_valericigenes					2268.0								714.0													5060.0						856.0			114530.0					738.0									1042.0	956.0				908.0			638.0											113870.0		4680.0												404.0			964.0															712.0						3118.0									3264.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184					37616.0			50562.0																																			420.0		362.0				8300.0	6418.0				3650.0			2912.0																						15500.0			2820.0					654.0	34190.0							578.0		446.0			3816.0				58464.0		8726.0									32458.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB3265|s__GGB3265_SGB4314					1528.0																																																																																																														1302.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB4456|s__GGB4456_SGB6141					1290.0				263390.0									32766.0		5858.0		25070.0		8658.0				6382.0					500.0				8428.0							29780.0	1108.0							1396.0					100.0	34110.0			1786.0				692.0								40194.0		34890.0					3366.0	606.0	400.0				2486.0			5924.0								412.0			1108.0	40590.0														1808.0			255996.0		
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis					89000.0										5892.0			62602.0		573784.0	288352.0	237784.0	161534.0	25608.0		3782.0	31990.0	551042.0	22232.0	229606.0			425824.0	112480.0			26770.0					29516.0		270304.0		116490.0			49614.0	43610.0		50620.0			29724.0			64672.0		83298.0	48602.0	762.0	235206.0		50546.0				5046.0	2652.0			67942.0		159948.0	322.0				422306.0	64640.0					50252.0	326.0		558112.0	119734.0			118446.0	25208.0	140646.0				159322.0		73548.0	5408.0	3320.0			2502.0	31942.0		17808.0				425856.0		92430.0				6166.0	124462.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6834					1116.0										3352.0																																																																																	1456.0						4470.0																		
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sanguinis					9924.0													12734.0						26482.0													28040.0								226.0													11980.0															13746.0																								1544.0				14382.0														9428.0					
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_massiliensis					124750.0																																												197700.0	172982.0																																																																	121580.0					
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis					1968.0			211386.0																					1436862.0							133452.0																								118778.0									1612.0																								173744.0	1414056.0										229506.0						142828.0					1868.0				200.0	169934.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB4272|s__GGB4272_SGB5822					568.0																																												6660.0	6150.0																																																																	2350.0					
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__GGB15850|s__GGB15850_SGB5785					51502.0			404226.0						70208.0															633474.0					78240.0		42194.0			62772.0						102980.0				57252.0	48960.0				21128.0			16696.0																									21110.0												636832.0	95626.0		100342.0			19338.0				452860.0						43288.0					49446.0					
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_SGB15164					1094.0			44854.0			74.0	24840.0	728.0	447602.0					5260.0	1614.0				446.0		7308.0	5816.0	2474.0	53664.0			1458.0				4740.0	662.0		366428.0	1130.0		5858.0			984.0		632.0		1142.0						5468.0	2180.0														8776.0					1160.0			1460.0	4482.0	1484.0					518.0		3930.0	8064.0	2658.0					50526.0			1800.0	5744.0						52238.0		24126.0	6384.0			5298.0					948.0	3364.0	6306.0			
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__GGB3677|s__GGB3677_SGB4990					25592.0								2550.0											3338.0						4736.0		4902.0					4318.0			4582.0									18168.0	15482.0				998.0			774.0						4482.0												5090.0							1418.0			4954.0															768.0						7014.0									26954.0					
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9781|s__GGB9781_SGB15402					1110.0			3112.0				1920.0		7106.0						208.0				37982.0		4664.0		412.0						4180.0		5498.0	41912.0		3668.0		5132.0				2416.0									13906.0			9860.0									5698.0				4474.0							4978.0					10100.0													6010.0	4830.0	680.0			11864.0				3080.0		142.0				5784.0					558.0					
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9781|s__GGB9781_SGB66170					118.0			1714.0				5688.0		55720.0						230.0				1912.0		644.0								4898.0		9630.0	2216.0		43786.0		1648.0				178.0							188.0		8372.0			5550.0								182.0	2930.0				708.0							2396.0		6996.0			8266.0						12000.0	236.0						8260.0	3082.0		60.0		7638.0				3344.0						11004.0										
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Formosa|s__Formosa_SGB1638						2820.0																																																				1170.0																																																														
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9602|s__GGB9602_SGB15028						526.0		292576.0																		2054.0	8770.0							73566.0		42106.0		552.0			4124.0	8228.0										4000.0			5076.0	63952.0				1108.0	3706.0	578.0			4600.0	8270.0				5336.0					12224.0	2980.0	9190.0		481000.0							3038.0	62440.0	694578.0					5662.0		119900.0	7144.0								343158.0		277162.0	6790.0			42534.0										4804.0
k__Bacteria|p__Firmicutes|c__CFGB2949|o__OFGB2949|f__FGB2949|g__GGB9290|s__GGB9290_SGB14247						466.0	174.0		4234.0			218456.0		38558.0															77948.0	3846.0				11212.0				1542.0	30572.0		3052.0																						2904.0			3570.0									70672.0		4236.0										322.0							78388.0	16060.0	2304.0		79864.0								778.0											76006.0	3258.0		
k__Bacteria|p__Firmicutes|c__CFGB330|o__OFGB330|f__FGB330|g__GGB756|s__GGB756_SGB993						1166.0	1422.0																			2130.0												710.0																																2962.0																																																		
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9758|s__GGB9758_SGB15368						354.0					847010.0	403992.0						6214.0		78688.0	1242.0	115508.0		95026.0				80808.0	49928.0				3918.0	23170.0			90756.0				7812.0			138018.0		21020.0		966792.0								278.0		4972.0				6206.0				11034.0							5426.0		2332408.0	10496.0	10026.0			83454.0	22738.0						1848.0		82366.0	26746.0				45696.0	32904.0	12032.0		132546.0			7038.0												4514.0				122950.0			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Neoruminococcus|s__Candidatus_Neoruminococcus_faecicola						80.0																																																		518.0																															846.0																			5510.0														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3828|s__GGB3828_SGB5197						1262.0	404.0					454.0											3878.0						1440.0																																																																	2436.0					4314.0																					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9445|s__GGB9445_SGB14835						126.0			5408.0		6326.0							2206.0				632.0																64.0						758.0				6546.0										1258.0															1740.0		28610.0																										2204.0																	5722.0		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB35068|s__GGB35068_SGB47850						360.0			3086.0												554.0												2576.0	24488.0	4310.0																																	5132.0																											33910.0																		2614.0					3154.0		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33469|s__GGB33469_SGB15237						60.0		52434.0										420.0						2572.0		876.0			20936.0					1918.0			1606.0	296.0								6770.0						6506.0				7820.0		358.0		580.0	6906.0	2090.0			5860.0					1526.0			238.0		14786.0	2988.0										5792.0	9160.0			8392.0			1148.0	22584.0	3392.0						308.0			62140.0		41306.0														1492.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides						852.0	422.0					24444.0	4676.0											11710.0		418.0	105176.0					5404.0					13222.0	144.0		6302.0	1736.0	99390.0												254814.0	96756.0		235376.0									990.0									342870.0		888.0					263998.0			4316.0											1186.0		12154.0		255956.0							103256.0										11770.0			
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__GGB9786|s__GGB9786_SGB15409						298.0		2668.0	6502.0			46760.0								1818.0								1872.0																								738.0									448.0				1234.0										13174.0					1218.0						646.0			1502.0						944.0			13244.0						4176.0													12044.0	8310.0		
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17157							512.0												5480.0																																																																																																	5994.0				
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides							330.0												3264.0																	4834.0																								500.0															334.0																		1828.0																532.0	3964.0					326.0	2390.0				1208.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4716|s__GGB4716_SGB14929							434.0																	2284.0													3704.0	560.0															988.0						8104.0																								1086.0																																					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB15145							386.0		674.0			11286.0						1344.0					22300.0							408.0				212.0	91288.0																							874.0				2010.0	498.0					90508.0					392.0			4802.0					2512.0													306.0	1794.0			2446.0	23492.0		1130.0					2912.0											2454.0	880.0		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_NSJ_62							28.0												56.0																																																																																																					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Phocea|s__Phocea_massiliensis							390.0					21714.0							7960.0										7836.0	3930.0			52.0					54.0													5254.0												4532.0												3978.0									4826.0										6424.0				5372.0						634.0								4484.0	268.0	4042.0		6120.0	3978.0			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_sp_AF46_10NS							406.0								8380.0						62238.0		19178.0			12918.0							86320.0	2488.0																																				15216.0					12088.0																				2670.0				18306.0			7818.0											89996.0							
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii								90338.0	158126.0	154702.0	16272.0	100806.0	2358.0	1396.0	41982.0			99182.0		417120.0	4328.0		6670.0	1125126.0		730820.0	88540.0	417268.0				3804.0	8890.0			604892.0	1181068.0		542.0	5114.0	817322.0	76536.0			1474968.0	5810.0		14404.0				402564.0		644742.0	79758.0		582358.0	105882.0		259654.0	420450.0	1136.0			423714.0	877634.0	182782.0			781644.0			102910.0	188676.0	824830.0	2870.0	850680.0			315172.0		647958.0			3120.0	391454.0			417796.0	8286.0			363046.0			856984.0	1519464.0	39968.0	10158.0	636490.0	109710.0	37128.0		92742.0			89462.0	187250.0		612560.0			7846.0				44540.0	167116.0		353028.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter|s__Sanguibacter_SGB15121								16290.0			20976.0													3330.0											283540.0		2048.0				1842.0				9136.0			28430.0			7808.0			26332.0			19144.0									2694.0		284008.0									2050.0		19474.0			25992.0		6922.0				28554.0								2310.0	8718.0			25930.0				14886.0								9572.0		8426.0						
k__Bacteria|p__Actinobacteria|c__CFGB2987|o__OFGB2987|f__FGB2987|g__GGB9357|s__GGB9357_SGB14331								446.0																																																																																																																
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB15196								11426.0			91630.0																							10324.0												446.0		107290.0																											1312.0															116.0					21140.0									13520.0																
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB1789								13286.0																1906.0																																																																																12588.0																
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB4684|s__GGB4684_SGB6478								374.0		3876.0									9446.0	4856.0	4160.0	63818.0		96060.0				5050.0	1287250.0				6262.0	598762.0		100798.0	95098.0							69654.0																1025556.0							4004.0							3258.0						3506.0									5640.0				1495096.0	1291420.0	727556.0									240.0				3388.0		95424.0			5756.0			7762.0				1475502.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9425|s__GGB9425_SGB14795								28684.0																																	16684.0													2130.0			936.0									23518.0											20664.0					806.0														24482.0				1488.0				34560.0																
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_exigua								1092.0																											69994.0																																	71322.0																							686.0													1370.0																
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB54310								13780.0																114.0													196.0																																																																			14668.0																
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus								36462.0			9050.0																		100788.0							15880.0										2330.0	23454.0	9860.0			253712.0	109770.0									111586.0				118278.0										456846.0			22662.0			134034.0			234004.0		103554.0				2882.0				93748.0										40250.0					676.0	12876.0		263486.0	498.0	256786.0						
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_SGB6473								6770.0		9766.0	42532.0	7418.0						23572.0		28156.0				2684.0			7198.0	29210.0					762.0	77060.0			3158.0					6404.0						42428.0				21924.0			7032.0	11894.0		22596.0		395050.0	20142.0				20822.0		9976.0						23722.0	9680.0						22156.0						18926.0	12544.0		28792.0				576104.0		95420.0			2956.0			24406.0			7792.0		32132.0	7772.0	9582.0					574.0				3358.0			570826.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_somerae								36658.0	18302.0															57098.0					25112.0								62578.0																									5830.0														9386.0																		23354.0					74.0					39936.0														19370.0		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Sanguibacteroides|s__Sanguibacteroides_justesenii								4892.0	1222.0									13104.0						7120.0			4052.0		1864.0							10890.0	8100.0				1344.0	3986.0				1006.0									3948.0			11968.0								1560.0							12746.0				1918.0													1280.0				2156.0		1476.0					14194.0			6214.0			4488.0			12032.0								280.0		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus								4930.0	99296.0	76.0	19840.0		9606.0	50260.0	372.0									9324.0			1600.0			20618.0		12070.0					10324.0		41070.0	9754.0		1590.0	26274.0	150.0	10304.0	3466.0	31720.0	24936.0					15858.0	510.0	1526.0	5490.0			41996.0				19672.0			536.0	1746.0			156.0		24176.0		368.0				31360.0	33036.0			752.0	14252.0		7614.0		4720.0	47970.0		3294.0							9796.0					906.0		7736.0		28132.0	1626.0	150.0										100932.0		
k__Bacteria|p__Bacteroidetes|c__CFGB602|o__OFGB602|f__FGB602|g__GGB1420|s__GGB1420_SGB1957								64714.0																236426.0										29714.0			238520.0				41052.0				1640.0	12492.0						79116.0		40084.0			36146.0				76344.0				79976.0	45452.0											43916.0				9668.0	41126.0				66944.0				9892.0					44642.0	42112.0	1704.0			38276.0				67460.0																
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium								9014.0							1322.0							1430.0	120004.0	41372.0					482.0								44298.0				11916.0			2368.0		247068.0														89420.0						11674.0	700.0							460.0	33132.0		13614.0				12730.0									242714.0			134636.0	658.0		13926.0			116928.0			1496.0		11772.0				712.0												126152.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB6511|s__GGB6511_SGB9196								11348.0																																																																																																11978.0																
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB9691|s__GGB9691_SGB15198								58392.0			173150.0											4436.0												7926.0										4668.0				195944.0				17820.0								11084.0	17850.0				19374.0										30746.0											13576.0							25928.0		12482.0									68234.0																23218.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB9694|s__GGB9694_SGB15204								17652.0		556.0		9814.0		75226.0										66478.0		55160.0	51216.0							55052.0		221944.0	65136.0		59204.0		40972.0	45762.0			197758.0							3698.0		172746.0	50172.0		127664.0				2286.0				1620.0	47424.0	1730.0			58712.0				1858.0			46054.0		365474.0			170544.0				2498.0		549412.0							88450.0	48584.0	184606.0	3212.0		156590.0				22580.0			46740.0	2352.0		232010.0							976.0			
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9677|s__GGB9677_SGB15180								183520.0			75448.0									28458.0		1556.0		1692.0		88900.0	2010.0	28778.0	24130.0							9540.0	3418.0				8372.0	1036.0		5102.0		282.0		86344.0							850.0	164800.0										13230.0				91356.0							6344.0			22572.0							198060.0		29788.0	2798.0				23458.0		11680.0								214958.0		652858.0	2000.0			9440.0										
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011|g__GGB2652|s__GGB2652_SGB3573								926.0		3220.0		14346.0								7618.0								7044.0																								3354.0				612.0					3762.0				3788.0		4712.0							4532.0	4590.0					5444.0						2434.0	1066.0		7298.0									3148.0						2690.0		10416.0		4000.0									4196.0			
k__Bacteria|p__Firmicutes|c__CFGB1201|o__OFGB1201|f__FGB1201|g__GGB2958|s__GGB2958_SGB3940								4828.0	50350.0		2824.0							11198.0	110478.0		9650.0		39096.0	400.0		8216.0							15646.0	19688.0												240.0		6380.0				13542.0						9854.0			9344.0				11794.0					7374.0			10292.0		35532.0											10158.0				768.0					26820.0				38716.0		10732.0			6294.0									14228.0			116780.0		49012.0		
k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB2996|s__GGB2996_SGB3983								32768.0	7528.0			198.0						4916.0								23244.0								67884.0		5454.0																						3212.0												27708.0			3748.0		48376.0																				90386.0			132.0			5522.0			32338.0						3504.0								9690.0		
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3142|s__GGB3142_SGB4155								3334.0		6220.0												8476.0														15740.0								6494.0												1534.0											7136.0							6434.0	2062.0																													2180.0		8094.0		7228.0		17482.0										
k__Bacteria|p__Firmicutes|c__CFGB1320|o__OFGB1320|f__FGB1320|g__GGB3160|s__GGB3160_SGB4364								285350.0																1208.0										28470.0			378.0																																																										38860.0									310608.0																
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359|g__GGB3318|s__GGB3318_SGB42507								982.0																																																																																																796.0																
k__Bacteria|p__Firmicutes|c__CFGB1422|o__OFGB1422|f__FGB1422|g__GGB3486|s__GGB3486_SGB4658								4348.0		25682.0	19100.0							21000.0				2716.0	94534.0	10428.0													12546.0							3416.0				20612.0				230592.0						18918.0			227430.0				225542.0		24598.0						19588.0	29412.0	38110.0											218660.0													87838.0		22278.0			5762.0				32248.0												
k__Bacteria|p__Firmicutes|c__CFGB15209|o__OFGB15209|f__FGB15209|g__GGB9293|s__GGB9293_SGB14250								27926.0			34832.0	258424.0						510.0		1610.0	398.0	11450.0				22272.0	3086.0	1596.0	28624.0				1068.0	5918.0		25788.0					14656.0	1282.0		13076.0	1180.0			44380.0				2170.0			1962.0			58.0		14854.0	1626.0				1114.0	19962.0				23440.0			178.0		9670.0		18306.0			1354.0						298.0			2316.0				24554.0	27646.0	12686.0	21402.0	750.0	91030.0						31532.0		240.0	2386.0			25074.0			574.0				86126.0			21486.0
k__Bacteria|p__Firmicutes|c__CFGB15212|o__OFGB15212|f__FGB15212|g__GGB41458|s__GGB41458_SGB58520								884.0										2028.0		41878.0	508.0	7302.0						45084.0					1030.0	21460.0										8034.0														3270.0		5318.0													3548.0							33570.0	1360.0								42400.0				8182.0		31358.0						2674.0			728.0		1342.0							1724.0							8952.0
k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB14020								2942.0		3066.0																								4708.0																		1672.0								2342.0	2546.0				2974.0		2688.0							3298.0												3466.0							3144.0		4364.0									2116.0				3146.0												3858.0
k__Bacteria|p__Firmicutes|c__CFGB2863|o__OFGB2863|f__FGB2863|g__GGB45495|s__GGB45495_SGB63167								1798.0						134558.0					37772.0					14788.0		418.0	52.0							5184.0		3698.0	14066.0		102504.0		262.0				6392.0									7800.0			8242.0									1586.0				364.0							210.0					7500.0						156.0							12504.0	988.0	8106.0			9556.0				2784.0			52.0			4878.0						39846.0				
k__Bacteria|p__Firmicutes|c__CFGB2915|o__OFGB2915|f__FGB2915|g__GGB36267|s__GGB36267_SGB14177								10668.0			19112.0	76284.0							5068.0										4326.0	1910.0				1694.0		10478.0					3612.0							23222.0								1172.0							1968.0			5924.0									2258.0		4348.0		392.0								3478.0	1318.0						3244.0	4022.0	3308.0		33340.0						15946.0		10104.0				11806.0						4516.0	21666.0			
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918|g__GGB9240|s__GGB9240_SGB14182								16092.0			5892.0											236.0		8830.0		2454.0	1508.0									5960.0	7924.0					1188.0		944.0				6346.0						8560.0	1582.0		6348.0			380.0										3344.0				402.0					3484.0			9640.0						4586.0					926.0				512.0			7666.0				15100.0			1120.0			5042.0										1540.0
k__Bacteria|p__Firmicutes|c__CFGB2930|o__OFGB2930|f__FGB2930|g__GGB9253|s__GGB9253_SGB14199								984.0																		3664.0																										3058.0									2026.0				2052.0					6932.0					7162.0											1610.0																		3812.0																
k__Bacteria|p__Firmicutes|c__CFGB2933|o__OFGB2933|f__FGB2933|g__GGB9262|s__GGB9262_SGB14210								7464.0				1160.0						18518.0									292.0									2916.0						250.0																18058.0															18056.0		6364.0																										19674.0			7562.0			382.0			4132.0										
