clade_name	ERR479190.txt_reads_count	ERR479384.txt_reads_count	ERR479182.txt_reads_count	ERR479306.txt_reads_count	ERR479136.txt_reads_count	ERR479098.txt_reads_count	ERR479202.txt_reads_count	ERR479382.txt_reads_count	ERR479070.txt_reads_count	ERR479227.txt_reads_count	ERR479013.txt_reads_count	ERR479233.txt_reads_count	ERR479330.txt_reads_count	ERR479383.txt_reads_count	ERR479301.txt_reads_count	ERR479088.txt_reads_count	ERR479327.txt_reads_count	ERR479232.txt_reads_count	ERR479106.txt_reads_count	ERR479161.txt_reads_count	ERR479104.txt_reads_count	ERR479007.txt_reads_count	ERR479344.txt_reads_count	ERR479086.txt_reads_count	ERR479208.txt_reads_count	ERR479085.txt_reads_count	ERR479006.txt_reads_count	ERR479122.txt_reads_count	ERR479307.txt_reads_count	ERR479281.txt_reads_count	ERR479304.txt_reads_count	ERR479364.txt_reads_count	ERR479299.txt_reads_count	ERR479075.txt_reads_count	ERR479191.txt_reads_count	ERR479207.txt_reads_count	ERR479347.txt_reads_count	ERR479189.txt_reads_count	ERR479181.txt_reads_count	ERR479076.txt_reads_count	ERR479239.txt_reads_count	ERR479067.txt_reads_count	ERR479162.txt_reads_count	ERR479230.txt_reads_count	ERR479069.txt_reads_count	ERR479008.txt_reads_count	ERR479343.txt_reads_count	ERR479238.txt_reads_count	ERR479280.txt_reads_count	ERR479218.txt_reads_count	ERR479362.txt_reads_count	ERR479363.txt_reads_count	ERR479282.txt_reads_count	ERR479187.txt_reads_count	ERR479009.txt_reads_count	ERR479228.txt_reads_count	ERR479298.txt_reads_count	ERR479231.txt_reads_count	ERR479300.txt_reads_count	ERR479240.txt_reads_count	ERR479103.txt_reads_count	ERR479229.txt_reads_count	ERR479068.txt_reads_count	ERR479217.txt_reads_count	ERR479386.txt_reads_count	ERR479097.txt_reads_count	ERR479012.txt_reads_count	ERR479385.txt_reads_count	ERR479105.txt_reads_count	ERR479250.txt_reads_count	ERR479345.txt_reads_count	ERR479188.txt_reads_count	ERR479089.txt_reads_count	ERR479234.txt_reads_count	ERR479137.txt_reads_count	ERR479365.txt_reads_count	ERR479192.txt_reads_count	ERR479283.txt_reads_count	ERR479249.txt_reads_count	ERR478999.txt_reads_count	ERR479087.txt_reads_count	ERR479328.txt_reads_count	ERR479058.txt_reads_count	ERR479305.txt_reads_count	ERR479346.txt_reads_count	ERR479164.txt_reads_count	ERR479090.txt_reads_count	ERR479163.txt_reads_count	ERR479201.txt_reads_count	ERR479057.txt_reads_count	ERR479123.txt_reads_count	ERR479329.txt_reads_count
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9512|s__GGB9512_SGB14909			116638.0	35302.0				498464.0	21212.0	3604.0	399134.0	38634.0		492872.0	8046.0	406.0		34276.0	12552.0	68902.0		9476.0	10552.0				11584.0		27904.0	27208.0	37398.0	8002.0	9426.0	142096.0				54568.0	108090.0	138266.0		20354.0		2796.0	21754.0	11134.0	10128.0		25536.0		9520.0	7282.0	25734.0	95616.0	9900.0	3504.0	20004.0	39062.0	4524.0			4028.0	20718.0				413128.0		13714.0		43692.0	94914.0	250.0	42354.0		9912.0		24894.0		24928.0			4108.0	32292.0			17036.0			6230.0		
k__Bacteria|p__Firmicutes|c__CFGB75985|o__OFGB75985|f__FGB75985|g__GGB9523|s__GGB9523_SGB14922			69762.0																																				65278.0																																																					
k__Bacteria|p__Firmicutes|c__CFGB76222|o__OFGB76222|f__FGB76222|g__GGB58714|s__GGB58714_SGB5072			98906.0																																				94666.0																																																					
k__Bacteria|p__Firmicutes|c__CFGB8822|o__OFGB8822|f__FGB8822|g__GGB42994|s__GGB42994_SGB4746			8538.0								3450.0		105920.0							22064.0														105836.0					8578.0	101400.0																											4212.0			85420.0									59144.0													99490.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Candidatus_Borkfalkiales|f__Candidatus_Borkfalkiaceae|g__Candidatus_Borkfalkia|s__Candidatus_Borkfalkia_ceftriaxoniphila			9978.0	252.0																								3558.0			124.0								10582.0																													186.0																376.0							1968.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Alloruminococcus|s__Candidatus_Alloruminococcus_vanvlietii			186.0								1208.0									56.0																			18.0																		692.0										1186.0																									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Alloscillospira|s__Candidatus_Alloscillospira_gallinarum			1680.0			888.0																																	1746.0																											418.0																										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimonas|s__Candidatus_Avimonas_narfia			11988.0	3374.0	1764.0				2174.0								10146.0			3694.0					1508.0			412.0	3064.0		4316.0					2488.0	1352.0		10298.0			1846.0			2740.0																		2248.0												594.0							10354.0		2850.0	1754.0							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira|s__Candidatus_Metalachnospira_SGB63370			5554.0																																				5020.0																																																					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Neoruminococcus|s__Candidatus_Neoruminococcus_faecicola			3922.0					334.0						324.0	160.0								62.0										402.0						3088.0								332.0										1760.0		60.0												3470.0																					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Parachristensenella|s__Candidatus_Parachristensenella_avicola			1168.0					3696.0						2788.0			6134.0																						684.0																																84.0											5682.0										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pararuminococcus|s__Candidatus_Pararuminococcus_gallinarum			860.0			5682.0		34034.0	1722.0		1586.0			31658.0	656.0		19768.0			790.0	686.0		226.0								104.0		714.0	530.0			20.0	388.0	882.0	84.0		1038.0			1344.0		676.0			84.0				782.0			5122.0		202.0		954.0		1546.0	104.0		6596.0	1608.0				4288.0	808.0										17956.0		188.0								
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9115|s__GGB9115_SGB14048			8242.0													1144.0																							7792.0																																		806.0														24746.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9536|s__GGB9536_SGB14939			802.0																																				582.0																		872.0																																			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9545|s__GGB9545_SGB14952			1052.0								6918.0									2008.0																			236.0																												6918.0																									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenellaceae_unclassified|s__Christensenellaceae_bacterium_NSJ_63			104.0	102.0		3932.0			1552.0	920.0	2286.0		2036.0				8584.0			4810.0											272.0			3094.0						4040.0		534.0		372.0	946.0											408.0	1726.0					576.0	908.0			3896.0	1464.0				3874.0											8536.0					960.0					1804.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AT4			15680.0		5902.0			130488.0					242452.0	128756.0						23108.0												6838.0		5058.0				34234.0	14098.0	5752.0											7676.0	6438.0		62098.0									200.0							83426.0		57134.0			3274.0	5782.0			60326.0													246480.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_Marseille_P3244			2748.0	344.0		3638.0			580.0								1432.0			24.0									290.0		98.0								2580.0			368.0			398.0												1826.0					72.0	616.0			3842.0					124.0											1508.0		298.0								
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_transplantifaecale			2042.0																															11592.0					1304.0	13260.0																																																				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF34_35BH			39252.0	29884.0	104536.0			27920.0	44412.0	34702.0				33604.0					64738.0									74800.0	29476.0		29036.0								36740.0			39620.0	426.0	35874.0	49020.0											34384.0						39008.0	46470.0						65260.0						87940.0								7056.0	29826.0		350.0	6032.0	1182.0		10492.0	68038.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Clostridiales_Family_XIII_bacterium_BX16			5646.0	23900.0	2546.0			11334.0		14634.0	9862.0	2930.0	55044.0	9564.0	28940.0			2796.0	3356.0		1160.0	4050.0					3840.0	15704.0	19498.0	21068.0	23708.0	9014.0	28716.0	60304.0					3258.0	65706.0				13242.0		4454.0		690.0	22004.0	9654.0	10940.0	9880.0	21834.0		4786.0	11292.0	83820.0	2156.0	17164.0	734.0	2208.0	12012.0		11724.0		52.0	10186.0		3302.0		3540.0			2576.0	2636.0	9998.0		20268.0						22086.0							14104.0	53294.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2987|s__GGB2987_SGB3969			1158.0				5316.0										450.0																						558.0											40.0							7554.0													2362.0									1416.0			358.0							4920.0			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_UBA1390			24166.0		5198.0	19620.0			6418.0											13002.0	3012.0									2164.0			118.0						19498.0			5270.0			6750.0				3162.0				2126.0								3852.0		7214.0			20194.0									4224.0			2750.0		704.0		234.0										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus|s__Anaerosacchariphilus_sp_NSJ_68			6832.0												1528.0					11272.0					732.0								1418.0			1126.0			6250.0											808.0	78.0						7628.0		606.0					1168.0							3848.0					38.0																
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_faecicola			175914.0		59226.0			10418.0			165416.0	7412.0	18484.0	12676.0	34706.0	4030.0		5862.0				13268.0			18362.0		15556.0					13634.0	35270.0	375860.0		19968.0	119690.0	10524.0	160816.0	374934.0			43298.0			17000.0		9364.0			14000.0	11812.0		17144.0	14944.0		333744.0	8130.0	23266.0	6342.0							164866.0				586.0	15332.0	4686.0	9326.0	48808.0	12742.0									128356.0	27404.0	47248.0	42106.0				21598.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis			7094.0		5312.0			6758.0			7180.0			7028.0																				45394.0					8608.0	42744.0			13616.0																								9556.0								2096.0											8226.0		13542.0				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_saccharolytica			5614.0							716.0	31570.0													5446.0		4506.0													3416.0																		7108.0										28754.0			286.0											29600.0											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_AM59_24XD			207334.0												217140.0																		213716.0						191278.0																		182432.0		137756.0																																	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250			11210.0	5592.0		13348.0				606.0	5508.0				330.0				3696.0										3216.0		5148.0		710.0					336.0	8956.0											966.0				1164.0			204.0					540.0		2854.0		13056.0	5022.0		4644.0	14786.0		140.0							11722.0					4130.0								
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_NSJ_60			30688.0	3120.0	936.0	12336.0		29044.0	6470.0		4642.0			25928.0	2502.0					28714.0			1182.0		80.0			2094.0	3548.0	1010.0	4294.0		626.0	8234.0		80.0	7924.0	5618.0	25852.0	7530.0		4284.0			7750.0		812.0						784.0	11892.0			40604.0						4552.0			10572.0	4900.0				15934.0	9566.0						314.0						3780.0	8704.0		78.0				1172.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor_sp_An135			494.0																																				428.0																															4704.0									2204.0													
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB32900|s__GGB32900_SGB53446			4942.0																		1782.0											336.0							2918.0												680.0	228.0									1120.0															1100.0																
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33928|s__GGB33928_SGB15225			14132.0	24176.0		1990.0			10420.0		52622.0				5786.0				5174.0	8668.0					8002.0		518.0		21270.0	10150.0	26854.0		5972.0			9978.0			14354.0			8472.0			9746.0	920.0	132.0		11384.0				10612.0		66.0				2722.0				8638.0			2672.0	55280.0		6036.0		8042.0							12304.0						24374.0			2220.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9237|s__GGB9237_SGB14179			6258.0			9346.0		1034.0	5576.0		17336.0			1842.0														1780.0											7220.0			4504.0			5006.0												3104.0						3878.0			9494.0	16602.0																							1348.0	712.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9611|s__GGB9611_SGB15045			3530.0			1306.0											11208.0			718.0			346.0																3806.0																											792.0				4692.0	10890.0								2618.0			12048.0										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9616|s__GGB9616_SGB15052			3200.0																844.0																				2120.0									1004.0		426.0										266.0				164.0					1816.0																							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619|s__GGB9619_SGB15067			26424.0		11912.0			18358.0					3924.0	17530.0	584.0								10274.0	264.0		264.0							1950.0						26290.0								17168.0										3690.0													1924.0	79690.0				9208.0						7520.0											2252.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9621|s__GGB9621_SGB15073			694.0	992.0		40066.0									2234.0				5762.0	1496.0	4122.0		66.0		9306.0				276.0		814.0	2238.0	2508.0			12738.0		2020.0	446.0				268.0				990.0			3646.0	3156.0	3240.0		4088.0			51042.0		1844.0		2854.0			5262.0		43154.0			5352.0		13704.0	4516.0				3320.0								1298.0			20834.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15093			918938.0			39430.0					52.0				11174.0				2920.0			3876.0			25274.0		5346.0	76516.0					9128.0			32380.0			842196.0							4544.0									4574.0		5566.0		6472.0							36572.0	372.0		3648.0		4780.0																				62096.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9719|s__GGB9719_SGB15272			29284.0																	4850.0				16940.0		19244.0				6390.0									25844.0										7802.0	1378.0			7672.0				834.0							2036.0						890.0								6926.0	278.0		85030.0						3060.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9724|s__GGB9724_SGB15278			7156.0			1942.0					1644.0																												2656.0																											1164.0	206.0																				9078.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Harryflintia|s__Harryflintia_acetispora			2290.0			1192.0		13146.0			22504.0			14474.0			290.0																						1076.0																											564.0	28704.0				1598.0											320.0					482.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogenoanaerobacterium|s__Hydrogenoanaerobacterium_saccharovorans			71306.0	6938.0	11696.0	9836.0		7066.0		3356.0	6882.0		17814.0	6926.0	4520.0				9820.0	16190.0			6638.0					4930.0	5996.0	3164.0	8270.0	3312.0	4794.0	3170.0			54844.0		63588.0	4690.0			6994.0	3086.0			8440.0		3990.0	7306.0	4230.0	2710.0	3248.0			2100.0			3304.0			2228.0		8982.0		5626.0	6348.0		9946.0	12486.0	42832.0				11042.0	4264.0		3292.0	9026.0					7474.0	53342.0	4552.0		8092.0			4838.0	18490.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB15252			14150.0																																				11048.0									1152.0									6156.0			968.0																																
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Ruminococcaceae_bacterium_AM28_23LB			7410.0								1038.0				8274.0				1662.0						116.0					288.0			7902.0			1668.0			6530.0														348.0				2900.0		4220.0								1216.0		2072.0																		924.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus			1904.0		1866.0	5840.0		532.0	5824.0					540.0																							8268.0		1482.0			6066.0			5632.0												1294.0						4700.0			6646.0									776.0										8534.0							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_gallinarum			1888.0																																				2164.0																																																					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_AF19_9AC			3354.0			420.0																																	3292.0																											386.0																										
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_SGB15164			37652.0		58012.0	39756.0		18756.0	38376.0	582.0				19612.0	7034.0				1062.0	4850.0			2184.0		1002.0			6140.0		4470.0		148.0	8408.0	15904.0		2114.0	79052.0		31320.0	14480.0		35034.0	3612.0	732.0	39188.0		2462.0		5488.0				3394.0						1972.0			362.0	35702.0			39600.0					22704.0				40046.0			3018.0							75382.0	3298.0	1032.0	4602.0			3672.0	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes|s__Alcaligenes_SGB14037			1644.0																																				1466.0																																																346.0					
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Dakarella|s__Dakarella_massiliensis			32288.0																	18952.0																			28150.0																																																					
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris			605644.0									32528.0						28168.0																					555498.0																			33036.0																31814.0																		
k__Bacteria|p__Proteobacteria|c__CFGB13104|o__OFGB13104|f__FGB13104|g__GGB6612|s__GGB6612_SGB9346			130114.0					636502.0						633308.0		19478.0	370232.0				27474.0									3962.0									111616.0										3092.0				3072.0								25444.0												18332.0					3668.0				373614.0					170468.0					
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_SGB5077			114322.0					692.0			688.0			908.0	18876.0													203856.0					23174.0						105778.0																				13382.0																								121424.0				392.0			176732.0	182320.0	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9818|s__GGB9818_SGB15459			73500.0			22434.0									3314.0						3116.0												4610.0				27266.0		60876.0																				1152.0		2986.0					24184.0															3310.0				25960.0		11040.0					
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_alvei			604876.0										75184.0										113216.0		195828.0											199492.0			532298.0								127558.0										8670.0														491940.0												4192.0		2004.0					6836.0		78964.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_SGB47419			37724.0			13740.0																																	34120.0																											15726.0																										
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum				6696.0											66660.0		2537082.0											148186.0	7466.0		8988.0		61974.0					6476.0																10384.0					34778.0											10480.0		10610.0							7082.0			2516780.0		7266.0			11602.0				125876.0	
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum				50880.0							1334.0		330.0																43606.0		50208.0																																				1964.0													19176.0				48150.0								654.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum				19160.0					299106.0				987486.0		46.0								434.0						15406.0		18480.0		138.0									207586.0			280210.0		386.0										4674.0						282094.0								5168.0													16424.0								985336.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB6370				53696.0						2984.0											1578.0							112380.0	50618.0		53252.0													2690.0												2064.0					592.0	2566.0																		13128.0				53640.0							102388.0	
k__Bacteria|p__Actinobacteria|c__CFGB2801|o__OFGB2801|f__FGB2801|g__GGB8965|s__GGB8965_SGB13825				194.0		3714.0	59294.0			1098.0									1234.0										228.0		942.0													1744.0												1404.0						1816.0				3740.0			1198.0															662.0					64302.0			
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB51959|s__GGB51959_SGB72479				230.0				2728.0	7036.0					1268.0																			154.0	5646.0						3980.0		6588.0			5742.0																		7424.0								1062.0																					
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Ellagibacter|s__Ellagibacter_isourolithinifaciens				8480.0			104366.0				38240.0				10212.0				11080.0				2992.0						6070.0		7916.0		15906.0														4556.0										46450.0		5504.0								40606.0		8448.0		33540.0		360.0											7664.0			21078.0		104558.0			
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9434|s__GGB9434_SGB14812				2790.0		978.0															1860.0								2444.0		2764.0																														2176.0					292.0																		3604.0								
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis				69220.0																67716.0					7302.0				68510.0		70268.0					10116.0																																																59414.0								
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_coprocola				3916648.0		584216.0							19192.0		426968.0										343668.0				3594756.0		4068838.0		417054.0			385390.0		1484622.0																2387598.0					281700.0							570460.0						2350440.0												3892534.0								19264.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1505|s__GGB1505_SGB2085				24412.0																									23452.0		26008.0																																																					25542.0								
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_maltaromaticum				5662.0																									3486.0		4508.0																																																					2904.0								
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans				17374.0	3220.0								326802.0						2206.0										16826.0		19308.0	17020.0																		66374.0	21084.0	20474.0					3040.0							64554.0					1490.0						1980.0	18174.0								18032.0								322224.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis				48872.0	1470.0	6174.0						2022.0	558432.0				412.0	2254.0	6746.0									902.0	47108.0	249758.0	51116.0	32622.0					1468.0												270080.0	315722.0	38814.0	34410.0	257740.0				5376.0	4056.0						342832.0		5236.0			9960.0	246.0				2208.0	1362.0	36982.0		256428.0				170.0		46818.0	716.0						1232.0	566974.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium				9550.0								13436.0	13652.0					13390.0											8214.0	5594.0	11554.0	62154.0																	6830.0	10640.0	54388.0	46620.0	6722.0				18752.0	16416.0						11670.0										16218.0		50370.0		9874.0						12866.0								10152.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4605|s__GGB4605_SGB6376				3010.0				190.0	267490.0					194.0			28260.0						898.0					19828.0	2162.0	165084.0	1906.0											208708.0			259264.0		1514.0		159400.0				164768.0										261244.0								7138.0							159986.0				28084.0		2964.0							15054.0	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_paracasei				1628.0									63500.0		2070.0				28678.0										1584.0		888.0	4902.0	2164.0																	12358.0	7984.0	7804.0							406.0					11190.0					33188.0							7208.0								238.0								61420.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_curvatus				412.0																										1414.0	46.0																		1310.0				1486.0																									1006.0						282.0								
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis				524.0	3576.0				56.0				446.0				17852.0		5098.0		7720.0									1246.0	1138.0														442.0				1286.0	10192.0			910.0				26756.0				7102.0		1174.0	8626.0					6962.0	189454.0					2796.0			1008.0	153078.0			18694.0		282.0								450.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB14888				3718.0	2096.0			536.0	1382.0	354.0			4384.0	570.0	2930.0							1106.0	1164.0				856.0		2990.0		5174.0	268.0	3342.0	756.0				1542.0		2052.0		542.0			1142.0	762.0	976.0				40.0	316.0		2458.0	450.0				1452.0			278.0	698.0								8894.0	2178.0			1122.0									3110.0								3298.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis				310.0	1154.0						3246.0	1192.0										1278.0					2326.0	7976.0		1130.0		1572.0		3300.0						1692.0			1996.0			3700.0							1816.0		2808.0		7476.0	1458.0									3432.0			186494.0					882.0			1462.0	134740.0												5960.0	
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292|g__GGB3109|s__GGB3109_SGB4119				11110.0	3566.0		7048.0													29830.0									5200.0		8428.0												5480.0														55054.0											478.0							3872.0									6314.0	1780.0	3006.0		7526.0	7190.0			
k__Bacteria|p__Firmicutes|c__CFGB1422|o__OFGB1422|f__FGB1422|g__GGB3486|s__GGB3486_SGB4658				15962.0		7024.0													2912.0			37610.0					43854.0	36458.0	16298.0	227892.0	18834.0										4108.0					41888.0		63646.0	235050.0				225200.0		43206.0		13186.0			50788.0						4946.0			4068.0									224164.0					49560.0	19950.0			3168.0			77478.0	34008.0	
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB3817|s__GGB3817_SGB5182				9864.0																									7556.0		10644.0																																																	5796.0				11384.0								
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918|g__GGB9240|s__GGB9240_SGB14182				9818.0		4228.0		1134.0	5942.0					164.0						2554.0									8174.0		10632.0			542.0						710.0		4288.0			5316.0																		5204.0			4364.0														21164.0				9616.0								
