clade_name	ERR479322.txt_reads_count	ERR479324.txt_reads_count	ERR479392.txt_reads_count	ERR479150.txt_reads_count	ERR479158.txt_reads_count	ERR479268.txt_reads_count	ERR478996.txt_reads_count	ERR479052.txt_reads_count	ERR479404.txt_reads_count	ERR479321.txt_reads_count	ERR479205.txt_reads_count	ERR479195.txt_reads_count	ERR479325.txt_reads_count	ERR479393.txt_reads_count	ERR478974.txt_reads_count	ERR479082.txt_reads_count	ERR479102.txt_reads_count	ERR479326.txt_reads_count	ERR478992.txt_reads_count	ERR479034.txt_reads_count	ERR479033.txt_reads_count	ERR479381.txt_reads_count	ERR479288.txt_reads_count	ERR479064.txt_reads_count	ERR479408.txt_reads_count	ERR479265.txt_reads_count	ERR479129.txt_reads_count	ERR479203.txt_reads_count	ERR479130.txt_reads_count	ERR479413.txt_reads_count	ERR479287.txt_reads_count	ERR479297.txt_reads_count	ERR478964.txt_reads_count	ERR479206.txt_reads_count	ERR479204.txt_reads_count	ERR478975.txt_reads_count	ERR479323.txt_reads_count	ERR479414.txt_reads_count	ERR479091.txt_reads_count	ERR479379.txt_reads_count	ERR478960.txt_reads_count	ERR478997.txt_reads_count	ERR478990.txt_reads_count	ERR479263.txt_reads_count	ERR479109.txt_reads_count	ERR479017.txt_reads_count	ERR479394.txt_reads_count	ERR479272.txt_reads_count	ERR479159.txt_reads_count	ERR479003.txt_reads_count	ERR479016.txt_reads_count	ERR479045.txt_reads_count	ERR478959.txt_reads_count	ERR479289.txt_reads_count	ERR479264.txt_reads_count	ERR478962.txt_reads_count	ERR479341.txt_reads_count	ERR479267.txt_reads_count	ERR479134.txt_reads_count	ERR479157.txt_reads_count	ERR479000.txt_reads_count	ERR479401.txt_reads_count	ERR479110.txt_reads_count	ERR479274.txt_reads_count	ERR479378.txt_reads_count	ERR479275.txt_reads_count	ERR479063.txt_reads_count	ERR479197.txt_reads_count	ERR479099.txt_reads_count	ERR479043.txt_reads_count	ERR479286.txt_reads_count	ERR479296.txt_reads_count	ERR479198.txt_reads_count	ERR479342.txt_reads_count	ERR479294.txt_reads_count	ERR479131.txt_reads_count	ERR479135.txt_reads_count	ERR479196.txt_reads_count	ERR479133.txt_reads_count	ERR479081.txt_reads_count	ERR479014.txt_reads_count	ERR479079.txt_reads_count	ERR479015.txt_reads_count	ERR479035.txt_reads_count	ERR478995.txt_reads_count	ERR479167.txt_reads_count	ERR478965.txt_reads_count	ERR479271.txt_reads_count	ERR478966.txt_reads_count	ERR479269.txt_reads_count	ERR479403.txt_reads_count	ERR479152.txt_reads_count	ERR479036.txt_reads_count	ERR479080.txt_reads_count	ERR479168.txt_reads_count	ERR479108.txt_reads_count	ERR479339.txt_reads_count	ERR478991.txt_reads_count	ERR479391.txt_reads_count	ERR479047.txt_reads_count	ERR479320.txt_reads_count	ERR478961.txt_reads_count	ERR478958.txt_reads_count	ERR479107.txt_reads_count	ERR479048.txt_reads_count	ERR479092.txt_reads_count	ERR479319.txt_reads_count	ERR479041.txt_reads_count	ERR479001.txt_reads_count	ERR479160.txt_reads_count	ERR479046.txt_reads_count	ERR478963.txt_reads_count	ERR479101.txt_reads_count	ERR479405.txt_reads_count	ERR479340.txt_reads_count	ERR479402.txt_reads_count	ERR479380.txt_reads_count	ERR479407.txt_reads_count	ERR479050.txt_reads_count	ERR479270.txt_reads_count	ERR479295.txt_reads_count	ERR479002.txt_reads_count	ERR479273.txt_reads_count	ERR479132.txt_reads_count	ERR479042.txt_reads_count	ERR479153.txt_reads_count	ERR479128.txt_reads_count	ERR479051.txt_reads_count	ERR478967.txt_reads_count	ERR479406.txt_reads_count	ERR479100.txt_reads_count	ERR479266.txt_reads_count	ERR478993.txt_reads_count	ERR479049.txt_reads_count	ERR479044.txt_reads_count
k__Bacteria|p__Firmicutes|c__CFGB72924|o__OFGB72924|f__FGB72924|g__GGB3612|s__GGB3612_SGB4882								43666.0																								70724.0							23588.0						11542.0			53046.0		79308.0		96.0						1058.0			86586.0		8734.0									70246.0			71312.0											10254.0		54852.0		492.0					6656.0	10786.0	93052.0			290.0				11108.0	580.0	17064.0		192088.0	82364.0		1158.0				79672.0				44530.0	59388.0	68884.0	73500.0	53136.0		251528.0			50628.0						48372.0	
k__Bacteria|p__Firmicutes|c__CFGB76352|o__OFGB76352|f__FGB76352|g__GGB4593|s__GGB4593_SGB6353								8668.0																		6954.0																		6592.0											7416.0																																																																10224.0									9486.0				7088.0		7976.0	
k__Bacteria|p__Firmicutes|c__CFGB9238|o__OFGB9238|f__FGB9238|g__GGB74463|s__GGB74463_SGB54347								3974.0			2188.0																	1322.0						1240.0	2398.0																																										930.0		270.0																																								3438.0					440.0				4806.0						3708.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Allochristensenella|s__Candidatus_Allochristensenella_caecavium								164.0																				72.0						14.0																									88.0																		28.0		434.0									60.0																															28.0					28.0										28.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metaruminococcus|s__Candidatus_Metaruminococcus_caecorum								344.0					124.0		1988.0			194.0		990.0	906.0															2086.0					2928.0												2116.0					386.0											798.0															1142.0						492.0			696.0									3076.0	3056.0										108.0						602.0									548.0			400.0			864.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Woodwardibium|s__Candidatus_Woodwardibium_SGB14954								11874.0			4590.0			678.0	9540.0									3002.0	21162.0			5914.0						6458.0	5180.0	10094.0										14464.0	128.0	12428.0			13876.0							374.0									560.0														14668.0		14998.0					18864.0																										17498.0				18738.0	13948.0	15988.0			17370.0					14926.0		20174.0				13444.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium								678.0	16454.0							2182.0																																														12826.0								338.0										1374.0		1532.0									20446.0			1392.0																						13060.0			506.0									282.0						284.0	790.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB33586|s__GGB33586_SGB53517								10722.0							416.0	2492.0									1662.0		474.0								692.0													1012.0																																2902.0		1582.0						2358.0						2396.0																				2526.0				2940.0	10664.0	2832.0			1480.0				140.0	10252.0		2766.0				12178.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4716|s__GGB4716_SGB14929								94466.0																																	4194.0												3720.0																																																	3612.0	3440.0																105820.0									104538.0						101676.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9545|s__GGB9545_SGB14951								8898.0																	898.0																																																																																									1730.0				418.0	9712.0									8716.0		592.0				9462.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta								1458.0															126.0								32.0																																																																																								1584.0									1724.0						952.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6179								11200.0				52328.0										4922.0		396504.0								131236.0								6466.0					4982.0	101754.0		972.0			103404.0							76.0					4700.0		5194.0		324376.0	48112.0				132676.0	56054.0		130100.0			54554.0			103336.0		104904.0					1066.0								4722.0	74304.0							4688.0											65722.0		4546.0		13090.0	386.0	133688.0		1332.0					11394.0						13446.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_1001270H_150608_G6								923028.0							410968.0				669496.0	2500.0	3150.0	1229814.0		494554.0	87834.0	407694.0						95214.0	979430.0			374520.0			125130.0	1234026.0			669618.0	415696.0						97940.0		245254.0			423464.0			9542.0			101814.0			33228.0	1225244.0	34056.0	364468.0					96896.0			95586.0									1848.0			994522.0		973800.0	8252.0			3388.0				14118.0	653986.0		262102.0	20584.0				235052.0	109324.0	23496.0	538766.0	97796.0		248550.0			89138.0	12042.0		1224906.0	86108.0	925710.0		95416.0	102104.0			743088.0			960932.0	971544.0	88940.0		408114.0	668690.0	934964.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3175|s__GGB3175_SGB4191								348442.0						2196.0	149406.0				97348.0				34008.0	98066.0	6594.0					51736.0	32590.0	29902.0				133344.0		47378.0			46174.0		98326.0			2724.0	1724.0	59186.0			1488.0		46096.0	31564.0				9922.0									70680.0				33506.0	34504.0			32420.0						2548.0		1804.0					69390.0		4366.0							35916.0	98514.0				48486.0	48260.0											5556.0	30556.0			6654.0	360430.0	69482.0	32402.0		70186.0					354296.0		6918.0			91192.0	355162.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3627|s__GGB3627_SGB4906								11972.0																		458.0													452.0		68.0				46978.0			14444.0				534.0			466.0								51268.0																									16626.0								44864.0				1536.0		68.0		48156.0	1432.0	396.0		5416.0			660.0								12638.0	16466.0			16056.0		7720.0			11144.0				132.0		14050.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9062|s__GGB9062_SGB13981								9796.0							430.0																					336.0												6186.0																																								5204.0																															11100.0	6424.0			6650.0					9112.0						11144.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_SGB4961								4338.0			2594.0			676.0			285318.0					878.0	3540.0	17242.0				726.0		5636.0	3004.0	20510.0		1886.0	1194.0			5452.0		2280.0								19540.0				12420.0		2636.0			2508.0							5092.0	898.0	6572.0	10456.0				2404.0	23684.0		1148.0	21530.0											158.0		20792.0												11858.0					13192.0			62860.0			12060.0		288704.0				2286.0		5640.0	23094.0	21564.0		21082.0		86984.0			5770.0						5680.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi								6666.0																									3544.0													10218.0					10012.0						2326.0		70358.0															3600.0			73048.0		77666.0		11416.0		13082.0				5276.0		2864.0																								1692.0						9426.0					74648.0				7916.0	3766.0					8528.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci								408.0			318.0		312.0		3448.0		23182.0	462.0						1960.0				34.0				448.0			98.0	2736.0					188.0																										1564.0					32.0			312.0																																						22496.0								322.0														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB15145								5246.0											5330.0				3644.0	3132.0							4964.0	198.0											7556.0		2946.0			4678.0		98.0				3764.0							102.0		2612.0				1646.0				2418.0	984.0			496.0													6900.0								1438.0		6758.0						2126.0	1142.0			1544.0			778.0								5320.0	7834.0	202.0		6084.0		6118.0			5890.0					4774.0	7446.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens								768.0			4732.0		3258.0					5836.0										6402.0						4908.0	5042.0													1422.0																																								1146.0	486.0																															906.0			2542.0											1058.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae								670.0																																		78.0																																											158.0																																		592.0									966.0						710.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_rubiinfantis								3356.0			62.0								728.0							62.0								270.0	216.0						398.0		760.0			410.0		584.0			590.0	1368.0	452.0						894.0											92.0	90.0						1440.0		926.0		336.0		304.0					778.0								60.0		1146.0		1012.0		370.0	602.0		1110.0						716.0			154.0				92.0	3872.0	432.0			678.0	1752.0				3654.0		124.0			1756.0	3708.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3345|s__GGB3345_SGB9340								6808.0											30610.0																				5126.0				36028.0							34022.0											37708.0																																					30244.0								4142.0			31310.0										5602.0			33392.0						4132.0					33146.0	5350.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33928|s__GGB33928_SGB15225								87536.0											28326.0			9296.0	66.0	2830.0		11440.0				454.0								954.0		8032.0	11600.0		26770.0	11440.0		15154.0		4088.0		2066.0	16834.0	5240.0	11414.0	328.0	12630.0				5318.0		1546.0		200.0		9710.0		68.0										5178.0		6186.0		16120.0		16440.0					5214.0										31064.0		5300.0		10824.0	11664.0		4126.0			8716.0	2278.0		4510.0						8550.0		86794.0	3686.0		1868.0	6332.0	5284.0	14632.0			83378.0				12140.0	25366.0	89008.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB34228|s__GGB34228_SGB53814								2296.0																																	242.0												304.0								158.0																																										200.0						248.0										3392.0									2262.0						2896.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9640|s__GGB9640_SGB15115								1962.0							3244.0	8706.0								33190.0	4738.0	646.0						11090.0	1440.0			3024.0			454.0					546.0	24730.0					15996.0					654.0				104.0		15996.0		25614.0		266.0		22980.0					10440.0			13552.0				52.0	10520.0		10246.0					2344.0		1534.0					9210.0		22904.0								25250.0					12844.0					5308.0			798.0	4862.0	2244.0		9152.0	15760.0		538.0				2552.0	1650.0	4728.0		316.0		2690.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9646|s__GGB9646_SGB15123								870.0																																	3384.0							8616.0					4528.0						1478.0																		2738.0		3558.0								150.0	10392.0														3552.0	2866.0																226.0	10156.0			11084.0	2692.0				78.0							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15234								3316.0						2032.0	359570.0							32728.0	43262.0		91602.0						45854.0	4362.0	420682.0			313584.0				35744.0	46150.0				13646.0		1486.0	6958.0		17088.0		8116.0	40296.0	43418.0				6282.0			19266.0		10388.0		34468.0						43300.0	6788.0			6480.0												410004.0	7106.0	405674.0	3822.0						8264.0	7142.0			8116.0	146.0	43996.0	46838.0	13738.0	7664.0		892.0		17358.0		9440.0			86658.0	5170.0		36810.0	98010.0	4820.0	9600.0	4226.0	22244.0	10272.0					5226.0	395432.0	99394.0				4446.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Harryflintia|s__Harryflintia_acetispora								586.0																																																																																																															648.0									482.0						420.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_PC13								186.0																448.0		26.0															262.0			80.0									54.0		266.0																																															374.0	188.0	26.0															292.0									26.0						416.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium_NSJ_64								628.0						70.0		754.0						164.0		280.0	702.0															162.0							94.0					1512.0													144.0															1122.0		1032.0												484.0						1252.0				94.0	1968.0						1036.0			1320.0			22.0	1176.0	1066.0					46.0				880.0		1084.0				868.0	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__GGB6546|s__GGB6546_SGB9245								39920.0														17906.0										5304.0								18054.0																									17664.0							5646.0			5556.0																																										17470.0		42214.0		5566.0							39446.0						41996.0	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6834								666.0									14528.0	2234.0						1372.0														700.0																																																																											10058.0																						
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_SGB4573								2088.0	99376.0		297830.0						193026.0											308978.0						302460.0	296096.0						2968.0				15070.0	23490.0					23260.0		3798.0									98764.0	14940.0																		22544.0		26632.0								100838.0					13764.0						2552.0	2600.0	13258.0									183178.0			93626.0			1846.0								66.0	1486.0						1138.0	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__GGB79758|s__GGB79758_SGB14216								86142.0																																																																																																															81886.0									87106.0						85510.0	
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__GGB16040|s__GGB16040_SGB9347								14998.0							51280.0				30052.0	181392.0	179450.0															44318.0							28328.0					255190.0		168326.0								9514.0			171148.0			5288.0		4884.0			165506.0															179758.0		1378.0		278674.0		6414.0			173482.0		1424.0		11784.0	28126.0											169508.0					464.0	9654.0			60.0	15578.0	280388.0		169924.0	277636.0					14926.0		992.0	162728.0		33192.0	15472.0	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus|s__Duodenibacillus_massiliensis								107968.0																						6316.0			798.0					5732.0														6632.0							28348.0																		27250.0		26950.0								360.0													8100.0					7172.0			111162.0			8152.0								108528.0					26912.0	162952.0			111010.0	102.0					110048.0	
k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6608|s__GGB6608_SGB9342								144226.0			49728.0		184408.0					233638.0								41054.0		52206.0						50534.0	52544.0									42474.0											44910.0																																																																144080.0									146530.0				38306.0		148788.0	
k__Bacteria|p__Proteobacteria|c__CFGB2429|o__OFGB2429|f__FGB2429|g__GGB77437|s__GGB77437_SGB9391								6464.0							1630.0																					1070.0										1082.0					360.0	5838.0																													1778.0		1348.0														2688.0			4606.0					3352.0						4400.0				1796.0				6016.0									5420.0						6102.0	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_alvei								11916.0						28608.0	32688.0	24856.0						19786.0														38354.0				26934.0					206892.0		32102.0																217368.0		21084.0				44518.0											26062.0		23682.0												23310.0		207520.0								224668.0													22164.0		13414.0									15844.0			41582.0			13178.0	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB25442|s__GGB25442_SGB37397									3228.0																																																					4570.0																													3616.0																									2516.0																			
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432|s__GGB45432_SGB63101									768.0		228.0					1530.0	908.0		2022.0					938.0	11334.0		6486.0		6146.0														1424.0			3962.0				1616.0	4282.0								7482.0		2188.0	1252.0														6430.0	6900.0		9566.0	2016.0	6074.0	1656.0	4274.0					1076.0			532.0			1692.0				2394.0											1592.0				790.0	10398.0		394.0		8378.0		632.0		1198.0	920.0	8254.0			6208.0			10876.0			2890.0	564.0	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_SGB15266									1862.0																					770.0																																342.0								102584.0																					362.0																									464.0																			81986.0
k__Bacteria|p__Bacteroidetes|c__CFGB11479|o__OFGB11479|f__FGB11479|g__GGB1630|s__GGB1630_SGB2238									88710.0																																																					91134.0																													92102.0																									82858.0																			
k__Bacteria|p__Bacteroidetes|c__CFGB11479|o__OFGB11479|f__FGB11479|g__GGB1631|s__GGB1631_SGB2239									19798.0													5156.0																		4968.0																						21694.0			5212.0														276.0												20776.0																									16306.0	5098.0																		
k__Bacteria|p__Bacteroidetes|c__CFGB529|o__OFGB529|f__FGB529|g__GGB1096|s__GGB1096_SGB1408									1762.0					3408.0								35802.0	50778.0		8160.0	11558.0					53812.0									36402.0				10848.0		31558.0	4272.0				34822.0			49780.0	9938.0							2482.0			35892.0						50338.0										34360.0		34740.0			51018.0					2864.0				38348.0						1570.0						1778.0							7482.0		1792.0	36276.0	8836.0												8422.0		10408.0			
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1495|s__GGB1495_SGB2071									145532.0																																											469710.0							16318.0			156808.0															18058.0		16772.0							67514.0					145670.0				46526.0					470174.0	13296.0				465022.0		15386.0				477972.0					143762.0								18450.0											
k__Bacteria|p__Bacteroidetes|c__CFGB658|o__OFGB658|f__FGB658|g__GGB1627|s__GGB1627_SGB2230									19362.0													405470.0																		402520.0																			41466.0			18732.0			413906.0												45124.0		49276.0												22062.0																									15536.0	419674.0							46558.0											
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis									73842.0					11822.0	82308.0	1201434.0	5796.0					172866.0		55550.0			126464.0		130506.0			1492.0	4032.0			76876.0				168912.0					42490.0	11380.0	9422.0	4598.0		122858.0	6158.0						492.0				123598.0	85114.0	41980.0		166258.0		44986.0					2678.0		250.0	1510.0	121510.0				1232814.0	9458.0	1201230.0	7984.0				4356.0	4670.0	5064.0		74776.0			1211660.0		36134.0	2888.0							37984.0					117622.0				6970.0		1988.0	70602.0	168108.0			5106.0	1146.0	120838.0	6824.0				127908.0		3042.0						
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis									398.0	434.0			3976.0		5978.0		28022.0	6580.0		1482.0								1460.0				1938.0	2376.0			2990.0	730.0						1408.0						1400.0					354.0															882.0				734.0		1662.0																	766.0			1338.0	2364.0	832.0							1964.0									25310.0			2782.0			678.0		1126.0										1778.0				1684.0
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354|f__FGB1354|g__GGB3304|s__GGB3304_SGB4367									24684.0								85112.0		314642.0			13544.0	60182.0	3838.0	7970.0						62778.0		595398.0							14112.0	110624.0		317898.0					224.0		28526.0		448.0	108122.0	63866.0		1672.0	146332.0				27360.0	29336.0		135830.0	14290.0	137724.0	2914.0			2888.0	62780.0			155800.0													608632.0	944.0	603826.0		26674.0							314990.0		278.0	210224.0	112092.0	113408.0		224.0		235348.0		26634.0		56.0	1952.0	78496.0	8638.0		24810.0	15158.0	9138.0		512.0		24786.0	58.0	54.0					577206.0	10118.0			310242.0		2028.0
k__Bacteria|p__Firmicutes|c__CFGB9581|o__OFGB9581|f__FGB9581|g__GGB9581|s__GGB9581_SGB79823									8694.0				2158.0					4226.0															1622.0																													8442.0																									2180.0		3224.0		9760.0																									7968.0													2114.0						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM42_4									318.0																																																					1120.0																									526.0				68.0																									1214.0													130.0						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_sp_BX12									372.0				218.0				5594.0	222.0	1854.0					4982.0		1316.0	8410.0		7852.0				14652.0								5774.0		3654.0	818.0	1490.0	2110.0					4814.0	29904.0	6836.0		846.0		3214.0						1640.0				2620.0		9220.0	860.0				2336.0		6326.0					2892.0		4492.0				15386.0		12666.0		152.0					1176.0		3184.0		29962.0		6506.0	6784.0	2156.0	32872.0						31146.0		4640.0														7712.0		12918.0		10056.0		2146.0		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_Marseille_P3087									8132.0			4450.0			11540.0	19252.0	179206.0			8946.0	8436.0	44572.0		23400.0	66084.0					212.0		1748.0				10518.0			13778.0	39036.0					22154.0	35792.0		20048.0		4196.0	35156.0	7798.0						1170.0			6684.0	11040.0	22526.0		46840.0		11804.0	6016.0		7348.0		350.0	3786.0					5954.0		13752.0	44460.0	15102.0	40610.0	9890.0		1886.0		18942.0		766.0	7880.0		9942.0	19434.0	644.0	27148.0				5038.0				25432.0	5108.0	11062.0			5888.0		4998.0		173234.0	68198.0		10830.0	40458.0	76898.0		19116.0	618.0	6596.0	21866.0		274.0					65554.0					7564.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_OF03_15BH									778.0					2444.0	584.0		3392.0					1318.0	5120.0	6464.0	7792.0						3224.0									1632.0							2224.0			2966.0				3474.0			1522.0				3192.0	1896.0			1534.0		3020.0				3350.0			1480.0																	2878.0									608.0					1564.0				1674.0		518.0		3300.0	7680.0		988.0	1000.0	10084.0				3640.0								10590.0					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis									5762.0				5504.0					7524.0	13944.0	1180.0	1260.0																						16134.0					6150.0				4580.0										6308.0																						2740.0				2516.0			5028.0		4402.0					14966.0		4894.0					7406.0						6868.0					7742.0				7852.0			7892.0										14472.0		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3653|s__GGB3653_SGB4964									28970.0		7336.0				10720.0	202274.0	26034.0		5838.0					44334.0	2232.0	418.0		7346.0				802.0	83056.0	6768.0	5956.0	8060.0			13690.0		16806.0		6602.0	672.0	16036.0	16252.0	956.0	23962.0		16256.0	18094.0	94828.0	13924.0		1342.0	2366.0	1502.0	5470.0			18156.0	32462.0	18484.0	13246.0		13784.0	30992.0			11108.0		740.0		1754.0	304.0					204788.0	17140.0	201816.0	15044.0				90306.0	27262.0	90430.0	2838.0	33490.0			203768.0		13952.0	16858.0	6178.0		101694.0		13638.0	19038.0	16912.0	99924.0	11898.0		2260.0	18192.0		101644.0	3222.0	25060.0	1474.0	14200.0	28540.0		2222.0		23684.0	1152.0	20900.0	28486.0		4112.0				87774.0	2482.0		1128.0	6960.0		9538.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_saccharolytica									2030.0											28412.0	30722.0																																									3018.0								20792.0													1488.0	28438.0							2254.0		29320.0																							2586.0																			14522.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_porci									114648.0					55772.0								72948.0		156894.0								174692.0								71142.0							53814.0			217868.0		124512.0							4654.0		217932.0	118126.0			72692.0		116250.0					170622.0			162388.0		3576.0		3340.0												116788.0						110438.0			129292.0	176548.0				122446.0		201336.0	66706.0	220696.0		124974.0				96990.0	110452.0	70274.0				169488.0	222722.0		4024.0	83190.0										
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis										1960.0		7158.0					11762.0							1960.0									754.0		2186.0									798.0								105232.0																12084.0		5636.0			12084.0					5564.0									4974.0		778.0											78722.0					108746.0						96676.0		3920.0																952.0						
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17168											1046.0		1466.0				5806.0	2966.0										1590.0					1588.0	838.0	624.0										826.0																																										1114.0		2012.0															386.0									7208.0																1786.0						
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_equolifaciens											24.0				448.0										5060.0			120.0						352.0	24.0	366.0																																																																														4466.0				4750.0												4822.0					
